location,year,population,unemployment_rate,mean_household_income
Kansas,2018,13280,4,69162
Kansas,2018,18975,4,72391
Kansas,2018,2841,1,56855
Kansas,2018,597555,2,114336
Kansas,2018,3943,2,68402
Kansas,2018,7310,3,79157
Kansas,2018,2516,2,63940
Kansas,2018,19964,3,57795
Kansas,2018,1560,2,59335
Kansas,2018,81352,2,87727
Kansas,2018,3023,3,61721
Kansas,2018,9750,3,57835
Kansas,2018,2844,1,67441
Kansas,2018,33406,4,63361
Kansas,2018,28537,2,71144
Kansas,2018,11950,3,63379
Kansas,2018,9722,3,63512
Kansas,2018,4146,2,66672
Kansas,2018,33680,2,84525
Kansas,2018,6150,2,57415
Kansas,2018,32120,3,57590
Kansas,2018,5521,2,65778
Kansas,2018,2667,2,56687
Kansas,2018,10155,1,74258
Kansas,2018,15951,2,56884
Kansas,2018,2840,2,70248
Kansas,2018,5430,1,67861
Kansas,2018,15941,3,64666
Kansas,2018,3475,2,61565
Kansas,2018,5802,2,67208
Kansas,2018,6562,1,57460
Kansas,2018,5317,2,61283
Kansas,2018,24277,3,75739
Kansas,2018,9378,2,68513
Kansas,2018,2508,1,61632
Kansas,2018,62342,3,64137
Kansas,2018,4664,2,60774
Kansas,2018,9531,3,59946
Kansas,2018,73703,3,69145
Kansas,2018,5013,2,59370
Kansas,2018,3093,2,55375
Kansas,2018,6907,4,61007
Kansas,2018,54401,3,66194
Kansas,2018,4897,3,76674
Kansas,2018,513607,4,72975
Kansas,2018,21780,4,60596
Kansas,2018,177499,3,72341
Kansas,2018,2533,2,71597
Kansas,2018,5899,3,55242
Kansas,2018,3603,2,61994
Kansas,2018,4178,3,63586
Kansas,2018,1987,1,56453
Kansas,2018,5559,3,67852
Kansas,2018,22996,2,64704
Kansas,2018,7711,1,68365
Kansas,2018,2793,1,67980
Kansas,2018,6899,2,69728
Kansas,2018,1503,2,71416
Kansas,2018,5420,2,63932
Kansas,2018,2105,2,71505
Kansas,2018,8665,3,62833
Kansas,2018,3183,5,45953
Kansas,2018,165324,5,55958
Kentucky,2018,19215,3,52038
Kentucky,2018,21122,3,54747
Kentucky,2018,22663,5,66456
Kentucky,2018,7979,3,63324
Kentucky,2018,44176,4,51371
Kentucky,2018,12383,4,54937
Kentucky,2018,26569,3,36718
Kentucky,2018,131533,3,93086
Kentucky,2018,20184,4,67854
Kentucky,2018,47240,5,62885
Kentucky,2018,30100,3,64196
Kentucky,2018,8239,3,57309
Kentucky,2018,12726,5,43243
Kentucky,2018,20388,4,58434
Kentucky,2018,81069,3,71527
Kentucky,2018,12772,3,55810
Kentucky,2018,12715,3,67929
Kentucky,2018,39135,3,56113
Kentucky,2018,93152,3,79669
Kentucky,2018,4771,3,59971
Kentucky,2018,10737,5,60809
Kentucky,2018,27004,3,45726
Kentucky,2018,15888,4,45474
Kentucky,2018,71671,4,55019
Kentucky,2018,36249,4,67817
Kentucky,2018,20105,4,39093
Kentucky,2018,10206,3,49008
Kentucky,2018,8915,2,58097
Kentucky,2018,6659,3,42275
Kentucky,2018,101104,3,68599
Kentucky,2018,12274,4,52374
Kentucky,2018,7508,1,43443
Kentucky,2018,14198,5,43614
Kentucky,2018,323780,4,79535
Kentucky,2018,14432,4,57177
Kentucky,2018,35845,5,44930
Kentucky,2018,50815,4,67316
Kentucky,2018,6120,3,43485
Kentucky,2018,8832,4,59104
Kentucky,2018,17560,3,64161
Kentucky,2018,25121,2,59312
Kentucky,2018,37317,5,57201
Kentucky,2018,26321,2,52103
Kentucky,2018,11049,2,57586
Kentucky,2018,35268,4,66593
Kentucky,2018,8758,3,61646
Kentucky,2018,110356,4,69340
Kentucky,2018,26409,4,38158
Kentucky,2018,18778,3,60393
Kentucky,2018,18906,4,50353
Kentucky,2018,45591,3,61596
Kentucky,2018,16106,3,63636
Kentucky,2018,4421,3,55778
Kentucky,2018,45068,3,58611
Kentucky,2018,13442,5,42860
Kentucky,2018,770517,4,76517
Kentucky,2018,53920,4,82566
Kentucky,2018,22386,4,54150
Kentucky,2018,166051,3,80194
Kentucky,2018,15126,5,43078
Kentucky,2018,31304,3,42570
Kentucky,2018,14307,3,53458
Kentucky,2018,60669,4,52703
Kentucky,2018,15571,4,46305
Kentucky,2018,7033,3,38875
Kentucky,2018,10143,4,39783
Kentucky,2018,21899,6,43053
Kentucky,2018,13257,3,48130
Kentucky,2018,24644,4,50537
Kentucky,2018,9242,3,64241
Kentucky,2018,26989,3,56271
Kentucky,2018,8009,1,64990
Kentucky,2018,65346,2,71901
Kentucky,2018,17408,6,34828
Kentucky,2018,9252,4,60440
Kentucky,2018,92368,4,63966
Kentucky,2018,12362,5,43877
Kentucky,2018,19404,5,54373
Kentucky,2018,31191,3,65258
Kentucky,2018,11323,5,41944
Kentucky,2018,17150,3,63281
Kentucky,2018,28715,4,73426
Kentucky,2018,6451,3,46514
Kentucky,2018,21774,6,63337
Kentucky,2018,10030,3,47629
Kentucky,2018,10718,3,54800
Kentucky,2018,28203,4,55650
Kentucky,2018,13345,2,46585
Kentucky,2018,30774,5,54486
Kentucky,2018,45851,4,79045
Kentucky,2018,7166,4,58566
Kentucky,2018,24087,5,62337
Kentucky,2018,66470,2,124231
Kentucky,2018,10880,3,61428
Kentucky,2018,4472,4,44903
Kentucky,2018,14529,2,59575
Kentucky,2018,26092,7,47987
Kentucky,2018,58402,4,50468
Kentucky,2018,12442,4,50622
Kentucky,2018,64623,5,53882
Kentucky,2018,2135,2,54045
Kentucky,2018,16750,4,49283
Kentucky,2018,24583,3,53829
Kentucky,2018,17821,4,45749
Kentucky,2018,56031,3,82824
Kentucky,2018,48518,3,84096
Kentucky,2018,18529,2,60543
Kentucky,2018,18794,3,90035
Kentucky,2018,25549,3,53202
Kentucky,2018,12311,4,61316
Kentucky,2018,14643,5,63696
Kentucky,2018,8515,6,62457
Kentucky,2018,14505,5,56945
Kentucky,2018,131264,3,71487
Kentucky,2018,12084,3,62267
Kentucky,2018,20468,3,45817
Kentucky,2018,13111,3,55956
Kentucky,2018,36242,4,52771
Kentucky,2018,7177,7,34629
Kentucky,2018,26533,2,78278
Louisiana,2018,62190,5,60714
Louisiana,2018,25605,5,58725
Louisiana,2018,124672,4,90486
Louisiana,2018,22300,4,66086
Louisiana,2018,40462,4,56810
Louisiana,2018,37253,4,67939
Louisiana,2018,13308,3,47447
Louisiana,2018,127185,3,69781
Louisiana,2018,242922,4,63440
Louisiana,2018,203112,4,68570
Louisiana,2018,9960,4,53766
Louisiana,2018,6968,3,73072
Louisiana,2018,9608,3,56414
Louisiana,2018,15944,4,43588
Louisiana,2018,19572,3,50944
Louisiana,2018,27436,6,62327
Louisiana,2018,440956,4,78287
Louisiana,2018,7037,2,47832
Louisiana,2018,19305,3,61705
Louisiana,2018,33443,7,48559
Louisiana,2018,20156,5,50778
Louisiana,2018,22482,2,51799
Louisiana,2018,70941,6,61526
Louisiana,2018,32721,3,65719
Louisiana,2018,15902,3,53442
Louisiana,2018,434051,4,72937
Louisiana,2018,31582,5,63058
Louisiana,2018,242782,3,78128
Louisiana,2018,98115,4,70013
Louisiana,2018,14917,2,55924
Louisiana,2018,47196,4,57991
Louisiana,2018,139567,3,79423
Louisiana,2018,11161,4,42095
Louisiana,2018,25398,3,48851
Louisiana,2018,38659,7,46330
Louisiana,2018,391006,5,69101
Louisiana,2018,154475,4,61898
Louisiana,2018,23410,2,70354
Louisiana,2018,21940,5,63812
Louisiana,2018,130562,4,63194
Louisiana,2018,8477,2,58685
Louisiana,2018,20192,2,52624
Louisiana,2018,24032,5,55435
Louisiana,2018,46721,6,58103
Louisiana,2018,52879,4,85659
Louisiana,2018,10262,7,59235
Louisiana,2018,21037,4,67315
Louisiana,2018,43184,4,70892
Louisiana,2018,82764,3,51184
Louisiana,2018,53621,4,64946
Louisiana,2018,49774,5,53850
Louisiana,2018,258111,4,90764
Louisiana,2018,133777,5,61841
Louisiana,2018,4462,7,35383
Louisiana,2018,111021,4,66596
Louisiana,2018,22330,3,60230
Louisiana,2018,59830,5,65057
Louisiana,2018,48860,4,61413
Louisiana,2018,46582,6,48957
Louisiana,2018,38798,3,43862
Louisiana,2018,26427,4,78134
Louisiana,2018,10982,5,57350
Louisiana,2018,15460,4,77270
Louisiana,2018,14134,2,52593
Maine,2018,107679,3,64932
Maine,2018,67111,3,54766
Maine,2018,293557,2,91780
Maine,2018,29897,3,61008
Maine,2018,54811,3,73107
Maine,2018,122083,3,67582
Maine,2018,39771,3,71919
Maine,2018,34342,2,71585
Maine,2018,57618,4,58633
Maine,2018,151096,3,64604
Maine,2018,16800,4,52700
Maine,2018,35634,2,77034
Maine,2018,50592,5,54655
Maine,2018,39694,3,66690
Maine,2018,31490,4,55594
Maine,2018,206229,3,83393
Maryland,2018,70975,4,58382
Maryland,2018,576031,3,120607
Maryland,2018,828431,3,98607
Maryland,2018,92003,4,122464
Maryland,2018,33304,3,73806
Maryland,2018,168429,2,111101
Maryland,2018,102826,4,87522
Maryland,2018,161503,3,109980
Maryland,2018,31998,5,71473
Maryland,2018,255648,3,111026
Maryland,2018,29163,2,65976
Maryland,2018,253956,3,104162
Maryland,2018,323196,3,144446
Maryland,2018,19383,3,82014
Maryland,2018,1052567,4,144723
Maryland,2018,909308,5,99499
Maryland,2018,50251,2,111727
Maryland,2018,112664,2,105445
Maryland,2018,25675,4,56287
Maryland,2018,36968,2,106007
Maryland,2018,150926,4,78098
Maryland,2018,103195,5,72643
Maryland,2018,51823,3,81914
Maryland,2018,602495,6,71259
Massachusetts,2018,213413,3,95153
Massachusetts,2018,126348,4,77382
Massachusetts,2018,564022,4,85905
Massachusetts,2018,17352,2,107889
Massachusetts,2018,790638,4,105540
Massachusetts,2018,70963,3,78029
Massachusetts,2018,470406,4,73364
Massachusetts,2018,161355,4,89156
Massachusetts,2018,1614714,3,128969
Massachusetts,2018,11327,2,137752
Massachusetts,2018,705388,3,136001
Massachusetts,2018,518132,4,110192
Massachusetts,2018,807252,5,97859
Massachusetts,2018,830839,4,93980
Michigan,2018,10362,4,51507
Michigan,2018,9097,3,56871
Michigan,2018,117327,2,73341
Michigan,2018,28360,3,55792
Michigan,2018,23365,3,73056
Michigan,2018,15041,5,52232
Michigan,2018,8320,3,56533
Michigan,2018,61157,3,72837
Michigan,2018,103923,4,62262
Michigan,2018,17753,3,66502
Michigan,2018,154141,4,69988
Michigan,2018,43622,3,62583
Michigan,2018,134487,4,62076
Michigan,2018,51653,4,72977
Michigan,2018,26244,3,73906
Michigan,2018,25413,4,57588
Michigan,2018,37517,5,59000
Michigan,2018,30757,5,51340
Michigan,2018,79332,3,85412
Michigan,2018,13901,4,56699
Michigan,2018,35857,3,60245
Michigan,2018,25383,2,63416
Michigan,2018,109826,3,77341
Michigan,2018,33308,3,73656
Michigan,2018,406892,6,63768
Michigan,2018,25337,3,55684
Michigan,2018,15096,3,54744
Michigan,2018,92573,3,81464
Michigan,2018,40599,3,58910
Michigan,2018,45749,3,61956
Michigan,2018,36219,4,58202
Michigan,2018,31166,3,60535
Michigan,2018,292735,5,70454
Michigan,2018,64210,3,65383
Michigan,2018,25081,4,53596
Michigan,2018,11117,3,50742
Michigan,2018,70562,5,61803
Michigan,2018,158823,4,67112
Michigan,2018,264870,4,75995
Michigan,2018,17824,4,57184
Michigan,2018,653786,3,81199
Michigan,2018,2113,3,65209
Michigan,2018,11881,5,44472
Michigan,2018,88028,4,73834
Michigan,2018,21764,3,89039
Michigan,2018,98266,3,67885
Michigan,2018,191224,3,99554
Michigan,2018,6283,2,54424
Michigan,2018,10787,5,59766
Michigan,2018,874759,4,77123
Michigan,2018,24528,4,61594
Michigan,2018,66516,4,64213
Michigan,2018,29100,3,67720
Michigan,2018,43545,4,59432
Michigan,2018,22983,3,59166
Michigan,2018,83209,4,83483
Michigan,2018,15113,4,56446
Michigan,2018,150439,3,75368
Michigan,2018,63968,3,58731
Michigan,2018,9265,5,51349
Michigan,2018,173588,4,62402
Michigan,2018,48892,3,60384
Michigan,2018,1259201,3,104709
Michigan,2018,26625,4,58946
Michigan,2018,20952,4,50896
Michigan,2018,5795,3,48234
Michigan,2018,23341,4,54390
Michigan,2018,8276,6,51133
Michigan,2018,24665,3,65210
Michigan,2018,290494,3,84416
Michigan,2018,12738,4,58159
Michigan,2018,23884,5,50243
Michigan,2018,190800,4,63998
Michigan,2018,159337,4,71761
Michigan,2018,61043,3,63362
Michigan,2018,41182,4,58769
Michigan,2018,8068,5,53464
Michigan,2018,68192,3,67078
Michigan,2018,52516,4,60307
Michigan,2018,75448,4,68533
Michigan,2018,370963,3,97553
Michigan,2018,1753893,6,65173
Michigan,2018,33466,4,56414
Minnesota,2018,15902,3,58231
Minnesota,2018,353813,3,95333
Minnesota,2018,34371,2,73240
Minnesota,2018,46847,5,63860
Minnesota,2018,40545,3,69687
Minnesota,2018,4989,1,67841
Minnesota,2018,67427,3,72902
Minnesota,2018,25111,1,71471
Minnesota,2018,35837,3,73094
Minnesota,2018,103551,2,126462
Minnesota,2018,29519,3,65925
Minnesota,2018,11924,2,70112
Minnesota,2018,55922,3,90821
Minnesota,2018,63955,2,77035
Minnesota,2018,8810,5,63192
Minnesota,2018,5393,2,67969
Minnesota,2018,11277,3,64063
Minnesota,2018,64889,2,72640
Minnesota,2018,425423,3,104036
Minnesota,2018,20822,2,85669
Minnesota,2018,37964,2,79619
Minnesota,2018,13758,2,66434
Minnesota,2018,21058,2,71813
Minnesota,2018,30444,3,66076
Minnesota,2018,46403,3,79784
Minnesota,2018,6021,3,72452
Minnesota,2018,1259428,3,105791
Minnesota,2018,18578,1,72056
Minnesota,2018,21332,2,69597
Minnesota,2018,39966,3,83575
Minnesota,2018,45108,3,66341
Minnesota,2018,9911,2,76507
Minnesota,2018,16207,3,66248
Minnesota,2018,42855,2,74827
Minnesota,2018,4248,2,68959
Minnesota,2018,12440,4,63498
Minnesota,2018,6658,1,69725
Minnesota,2018,10658,3,71210
Minnesota,2018,3758,2,59126
Minnesota,2018,28494,3,81478
Minnesota,2018,5673,2,64657
Minnesota,2018,25629,2,75523
Minnesota,2018,35873,2,76081
Minnesota,2018,5519,5,57930
Minnesota,2018,9390,2,70095
Minnesota,2018,19785,2,70643
Minnesota,2018,23141,2,78475
Minnesota,2018,26139,4,66229
Minnesota,2018,33169,3,69782
Minnesota,2018,40011,3,72049
Minnesota,2018,8276,2,71722
Minnesota,2018,34220,3,80859
Minnesota,2018,21924,3,67408
Minnesota,2018,6475,2,65898
Minnesota,2018,156277,3,98903
Minnesota,2018,58812,2,72053
Minnesota,2018,14178,2,71514
Minnesota,2018,29483,3,63277
Minnesota,2018,9047,2,68284
Minnesota,2018,31529,2,70094
Minnesota,2018,11097,2,73627
Minnesota,2018,550210,3,85481
Minnesota,2018,3999,2,69934
Minnesota,2018,15249,2,67043
Minnesota,2018,14612,2,73673
Minnesota,2018,66523,3,81547
Minnesota,2018,9414,1,74349
Minnesota,2018,15150,2,70246
Minnesota,2018,199754,3,69669
Minnesota,2018,147381,3,115191
Minnesota,2018,96036,2,97264
Minnesota,2018,15028,2,75700
Minnesota,2018,159256,3,76763
Minnesota,2018,36803,3,76092
Minnesota,2018,9753,2,82726
Minnesota,2018,9345,2,66431
Minnesota,2018,24582,2,64015
Minnesota,2018,3308,2,65261
Minnesota,2018,21645,2,80557
Minnesota,2018,13773,3,59811
Minnesota,2018,18691,2,69330
Minnesota,2018,259201,2,117077
Minnesota,2018,10980,2,66407
Minnesota,2018,6254,1,71968
Minnesota,2018,50825,3,71118
Minnesota,2018,136349,2,95286
Minnesota,2018,9795,2,69706
Mississippi,2018,31192,5,46533
Mississippi,2018,36925,5,52866
Mississippi,2018,12326,4,47982
Mississippi,2018,18365,5,53875
Mississippi,2018,8271,4,49735
Mississippi,2018,31333,5,45259
Mississippi,2018,14436,4,46008
Mississippi,2018,9911,5,57919
Mississippi,2018,17171,3,49593
Mississippi,2018,8278,5,49162
Mississippi,2018,9002,6,37060
Mississippi,2018,15604,4,54759
Mississippi,2018,19386,6,52076
Mississippi,2018,22628,10,45686
Mississippi,2018,28543,6,52386
Mississippi,2018,18853,5,48334
Mississippi,2018,182001,4,80337
Mississippi,2018,75036,6,55876
Mississippi,2018,7788,3,56576
Mississippi,2018,24250,5,61420
Mississippi,2018,13586,4,57615
Mississippi,2018,21055,4,54163
Mississippi,2018,47334,5,62769
Mississippi,2018,206650,6,60470
Mississippi,2018,237085,6,60097
Mississippi,2018,17622,8,36109
Mississippi,2018,8257,10,43307
Mississippi,2018,1308,5,52088
Mississippi,2018,23517,2,53717
Mississippi,2018,143277,5,64894
Mississippi,2018,16428,3,53343
Mississippi,2018,7106,3,34501
Mississippi,2018,11234,5,42975
Mississippi,2018,68461,4,59064
Mississippi,2018,10027,3,39622
Mississippi,2018,54793,4,69037
Mississippi,2018,62447,6,75945
Mississippi,2018,75317,4,59086
Mississippi,2018,12455,5,54173
Mississippi,2018,22763,6,47833
Mississippi,2018,85202,4,65246
Mississippi,2018,28919,5,44123
Mississippi,2018,34205,4,56735
Mississippi,2018,58930,5,61053
Mississippi,2018,105630,3,100819
Mississippi,2018,24715,3,47210
Mississippi,2018,35451,4,55973
Mississippi,2018,35564,4,56148
Mississippi,2018,10023,6,50971
Mississippi,2018,29125,5,52500
Mississippi,2018,21443,4,55737
Mississippi,2018,10535,5,45589
Mississippi,2018,49599,6,58865
Mississippi,2018,34178,4,52156
Mississippi,2018,55387,5,59810
Mississippi,2018,11931,4,55077
Mississippi,2018,39563,4,45150
Mississippi,2018,31833,4,56336
Mississippi,2018,25315,4,50999
Mississippi,2018,7051,14,36797
Mississippi,2018,153902,3,79509
Mississippi,2018,28287,5,56890
Mississippi,2018,4377,8,43551
Mississippi,2018,26758,4,53203
Mississippi,2018,16002,2,59336
Mississippi,2018,18717,3,60077
Mississippi,2018,25735,7,47217
Mississippi,2018,13987,5,47688
Mississippi,2018,28759,4,64847
Mississippi,2018,21995,4,52623
Mississippi,2018,19454,5,49450
Mississippi,2018,9944,7,50655
Mississippi,2018,28606,4,52505
Mississippi,2018,14465,3,48456
Mississippi,2018,46176,4,58170
Mississippi,2018,45063,8,49433
Mississippi,2018,20298,5,58240
Mississippi,2018,9788,3,52955
Mississippi,2018,8792,4,36932
Mississippi,2018,18165,4,59031
Mississippi,2018,12392,3,49546
Mississippi,2018,28248,7,51917
Missouri,2018,25339,4,55584
Missouri,2018,17607,2,70526
Missouri,2018,5171,2,60781
Missouri,2018,25473,4,57969
Missouri,2018,35886,3,56640
Missouri,2018,11798,3,62378
Missouri,2018,16320,3,65596
Missouri,2018,19278,4,54881
Missouri,2018,12169,2,53616
Missouri,2018,180005,3,73099
Missouri,2018,88571,3,63587
Missouri,2018,42639,5,53525
Missouri,2018,9108,1,58141
Missouri,2018,44889,2,65892
Missouri,2018,45815,3,70165
Missouri,2018,78753,3,68290
Missouri,2018,8743,5,59785
Missouri,2018,6054,4,55662
Missouri,2018,104954,3,82359
Missouri,2018,14165,5,53359
Missouri,2018,7451,2,61690
Missouri,2018,86983,3,70886
Missouri,2018,6842,2,64851
Missouri,2018,246365,3,85359
Missouri,2018,20470,3,69879
Missouri,2018,76796,3,74151
Missouri,2018,17603,3,60261
Missouri,2018,23957,6,51626
Missouri,2018,7569,5,51684
Missouri,2018,16762,3,57995
Missouri,2018,8313,2,62162
Missouri,2018,12630,1,62170
Missouri,2018,15441,3,54520
Missouri,2018,13373,3,48315
Missouri,2018,29423,4,48090
Missouri,2018,103670,3,72171
Missouri,2018,14705,1,65289
Missouri,2018,6628,2,52885
Missouri,2018,291923,3,61753
Missouri,2018,9914,2,56412
Missouri,2018,8414,3,49067
Missouri,2018,21792,4,59053
Missouri,2018,9509,3,44594
Missouri,2018,4404,2,56027
Missouri,2018,10137,3,63071
Missouri,2018,40076,3,51022
Missouri,2018,10177,4,49709
Missouri,2018,700307,3,71871
Missouri,2018,120636,3,61434
Missouri,2018,224347,4,75099
Missouri,2018,53652,3,63172
Missouri,2018,3947,4,53762
Missouri,2018,35713,4,55565
Missouri,2018,32598,3,69330
Missouri,2018,38359,4,57088
Missouri,2018,9855,2,57820
Missouri,2018,57686,3,70775
Missouri,2018,12037,2,57034
Missouri,2018,15146,1,58725
Missouri,2018,23078,3,54650
Missouri,2018,15153,3,51057
Missouri,2018,12188,2,53417
Missouri,2018,8769,4,57199
Missouri,2018,28592,3,58547
Missouri,2018,3641,2,55143
Missouri,2018,25336,3,58260
Missouri,2018,13336,3,49232
Missouri,2018,16121,3,64887
Missouri,2018,8664,2,57073
Missouri,2018,11534,2,54624
Missouri,2018,20358,2,52625
Missouri,2018,17296,5,48920
Missouri,2018,58266,2,68991
Missouri,2018,22304,2,58048
Missouri,2018,10541,2,42088
Missouri,2018,13714,2,67004
Missouri,2018,9017,3,42496
Missouri,2018,16272,5,48662
Missouri,2018,19150,2,61917
Missouri,2018,42542,4,58341
Missouri,2018,44732,3,60887
Missouri,2018,18504,2,60968
Missouri,2018,102985,3,98826
Missouri,2018,32201,3,59516
Missouri,2018,52014,4,61011
Missouri,2018,4757,3,52275
Missouri,2018,10212,3,66133
Missouri,2018,24763,3,58047
Missouri,2018,22883,3,70010
Missouri,2018,6254,3,52990
Missouri,2018,13401,3,43514
Missouri,2018,399182,2,98457
Missouri,2018,9395,2,51632
Missouri,2018,17888,3,70739
Missouri,2018,66692,3,58508
Missouri,2018,996945,3,96848
Missouri,2018,22895,2,57578
Missouri,2018,4599,2,51454
Missouri,2018,4966,3,62828
Missouri,2018,38458,3,57116
Missouri,2018,8189,3,43558
Missouri,2018,6050,2,56408
Missouri,2018,29206,3,53425
Missouri,2018,31749,3,65929
Missouri,2018,6221,2,54781
Missouri,2018,55852,3,53162
Missouri,2018,25571,4,49621
Missouri,2018,20528,2,60319
Missouri,2018,34711,3,73852
Missouri,2018,24943,5,50553
Missouri,2018,13122,4,44448
Missouri,2018,39109,3,59684
Missouri,2018,2040,2,56750
Missouri,2018,18378,4,48630
Missouri,2018,302838,5,60564
Montana,2018,9404,2,66504
Montana,2018,13338,8,60332
Montana,2018,6807,9,48891
Montana,2018,6085,4,77104
Montana,2018,10714,2,70864
Montana,2018,1238,1,69401
Montana,2018,81643,2,67396
Montana,2018,5745,2,55396
Montana,2018,11586,1,70749
Montana,2018,1747,1,72453
Montana,2018,8680,1,75479
Montana,2018,9131,1,56037
Montana,2018,2920,2,76008
Montana,2018,11113,2,65238
Montana,2018,102106,2,72682
Montana,2018,111876,2,84251
Montana,2018,1268,0,66344
Montana,2018,13747,4,48457
Montana,2018,826,2,56642
Montana,2018,3378,2,67821
Montana,2018,16347,4,59143
Montana,2018,12097,3,81384
Montana,2018,1952,2,60780
Montana,2018,30250,3,61802
Montana,2018,68700,2,76249
Montana,2018,2430,0,84026
Montana,2018,19794,5,54708
Montana,2018,1675,0,62298
Montana,2018,8768,2,67820
Montana,2018,1866,1,56661
Montana,2018,4316,3,52906
Montana,2018,118791,3,71308
Montana,2018,4651,3,51731
Montana,2018,16736,2,67991
Montana,2018,513,2,66974
Montana,2018,4074,4,54914
Montana,2018,5972,4,64678
Montana,2018,1716,1,63153
Montana,2018,6968,0,65303
Montana,2018,1087,3,66856
Montana,2018,43172,3,65009
Montana,2018,10913,2,79962
Montana,2018,11059,7,59137
Montana,2018,9063,5,66388
Montana,2018,11844,4,53414
Montana,2018,3424,2,73400
Montana,2018,34993,3,58093
Montana,2018,9534,2,78211
Montana,2018,3710,0,67923
Montana,2018,6162,1,66683
Montana,2018,4853,1,64101
Montana,2018,679,0,55830
Montana,2018,7437,4,65147
Montana,2018,2236,2,52922
Montana,2018,1034,1,56109
Montana,2018,160137,2,79021
Nebraska,2018,31511,2,69692
Nebraska,2018,6336,1,61882
Nebraska,2018,465,1,59829
Nebraska,2018,730,1,86136
Nebraska,2018,476,0,61209
Nebraska,2018,5239,1,72720
Nebraska,2018,10772,3,67128
Nebraska,2018,1955,1,63804
Nebraska,2018,2973,0,60443
Nebraska,2018,49615,2,74978
Nebraska,2018,6488,2,65349
Nebraska,2018,8058,2,66899
Nebraska,2018,26159,2,85237
Nebraska,2018,8446,1,72281
Nebraska,2018,3977,2,65419
Nebraska,2018,5761,1,62766
Nebraska,2018,9310,2,71372
Nebraska,2018,6214,2,66150
Nebraska,2018,10881,2,63171
Nebraska,2018,8940,3,69244
Nebraska,2018,10840,2,74937
Nebraska,2018,20083,4,69285
Nebraska,2018,8716,1,60820
Nebraska,2018,23709,3,68096
Nebraska,2018,1825,3,61812
Nebraska,2018,5709,2,67106
Nebraska,2018,36791,3,66065
Nebraska,2018,566880,3,84908
Nebraska,2018,1770,1,59689
Nebraska,2018,5527,1,71692
Nebraska,2018,3023,1,61284
Nebraska,2018,2608,2,65738
Nebraska,2018,4715,1,60805
Nebraska,2018,21493,2,64384
Nebraska,2018,1897,1,69655
Nebraska,2018,1987,0,59320
Nebraska,2018,1996,2,80845
Nebraska,2018,660,3,55726
Nebraska,2018,2356,1,60121
Nebraska,2018,61607,3,71073
Nebraska,2018,9280,2,79739
Nebraska,2018,3401,1,62681
Nebraska,2018,916,1,61265
Nebraska,2018,2806,3,60131
Nebraska,2018,10178,1,69863
Nebraska,2018,682,0,54664
Nebraska,2018,6468,2,63117
Nebraska,2018,7097,1,56897
Nebraska,2018,5134,1,65486
Nebraska,2018,6544,2,73274
Nebraska,2018,8021,2,60511
Nebraska,2018,810,0,72793
Nebraska,2018,3618,5,54890
Nebraska,2018,8419,2,63301
Nebraska,2018,317272,2,76506
Nebraska,2018,35185,2,70858
Nebraska,2018,749,0,63671
Nebraska,2018,618,0,61984
Nebraska,2018,492,0,59496
Nebraska,2018,35392,2,67302
Nebraska,2018,7733,2,68787
Nebraska,2018,4686,4,62343
Nebraska,2018,3532,2,67170
Nebraska,2018,6958,3,67073
Nebraska,2018,4195,1,59882
Nebraska,2018,15985,2,70443
Nebraska,2018,2632,2,61208
Nebraska,2018,2929,1,79208
Nebraska,2018,8996,1,70879
Nebraska,2018,7142,2,67962
Nebraska,2018,33363,3,75236
Nebraska,2018,5278,4,74683
Nebraska,2018,10726,2,60736
Nebraska,2018,7937,2,61223
Nebraska,2018,1360,0,73915
Nebraska,2018,14350,2,61216
Nebraska,2018,184459,2,94557
Nebraska,2018,21303,2,80020
Nebraska,2018,35989,3,67975
Nebraska,2018,17318,1,79392
Nebraska,2018,5190,2,61900
Nebraska,2018,3038,1,61276
Nebraska,2018,1187,1,59915
Nebraska,2018,5970,2,76404
Nebraska,2018,5039,1,64264
Nebraska,2018,720,1,64385
Nebraska,2018,7303,10,65158
Nebraska,2018,4190,1,67776
Nebraska,2018,20667,2,85616
Nebraska,2018,9403,1,69233
Nebraska,2018,3533,2,61833
Nebraska,2018,805,0,59446
Nebraska,2018,13772,2,75478
Nevada,2018,24440,4,65350
Nevada,2018,2231647,5,76812
Nevada,2018,48467,3,83601
Nevada,2018,52460,3,89392
Nevada,2018,826,1,50024
Nevada,2018,2003,0,82132
Nevada,2018,16786,4,78982
Nevada,2018,5575,6,88779
Nevada,2018,5201,5,60586
Nevada,2018,55808,5,67315
Nevada,2018,4514,8,49919
Nevada,2018,45346,4,56101
Nevada,2018,6666,3,60343
Nevada,2018,4029,2,84090
Nevada,2018,465735,4,83026
Nevada,2018,9475,2,71426
Nevada,2018,55414,4,70878
New Hampshire,2018,61022,3,85080
New Hampshire,2018,48779,2,80066
New Hampshire,2018,76493,3,83055
New Hampshire,2018,31589,3,61490
New Hampshire,2018,89786,2,89343
New Hampshire,2018,415247,3,99653
New Hampshire,2018,151132,3,91422
New Hampshire,2018,309176,3,113485
New Hampshire,2018,130090,3,87839
New Hampshire,2018,43144,2,74376
New Jersey,2018,265429,6,81474
New Jersey,2018,936692,3,130990
New Jersey,2018,445384,4,109492
